DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
130105600,01/28/2013,01/27/2013,1000,01,Central,0152,310,BURGLARY,0344,65,F,W,701,HOSPITAL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,500 S  GRAND                        AV,,"(34.0502, -118.254)"
130105605,01/28/2013,01/26/2013,1500,01,Central,0147,624,BATTERY - SIMPLE ASSAULT,0342 0416,53,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 E  5TH                          ST,,"(34.0446, -118.245)"
130105607,02/01/2013,01/28/2013,1015,01,Central,0127,624,BATTERY - SIMPLE ASSAULT,1501,19,M,W,753,DETENTION/JAIL FACILITY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)"
130105614,01/28/2013,01/28/2013,1500,01,Central,0192,330,BURGLARY FROM VEHICLE,0358 1307 1609 0344,52,M,A,101,STREET,,,IC,Invest Cont,330,,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)"
101804582,01/10/2010,01/08/2010,2000,18,Southeast,1801,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VERMONT,88TH,"(33.958, -118.2915)"
101706218,02/10/2010,02/09/2010,1800,17,Devonshire,1755,330,BURGLARY FROM VEHICLE,0344 1307,21,M,W,101,STREET,,,IC,Invest Cont,330,,,,LINDLEY,LASSEN,"(34.2528, -118.5274)"
101705567,01/30/2010,01/29/2010,1740,17,Devonshire,1787,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,9000    ZELZAH                       AV,,"(34.2337, -118.5231)"
130105617,01/28/2013,01/28/2013,1300,01,Central,0158,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1251,29,M,W,108,PARKING LOT,,,IC,Invest Cont,745,,,,500 S  CENTRAL                      AV,,"(34.0417, -118.2398)"
130105619,01/28/2013,01/23/2013,1615,01,Central,0147,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,48,M,B,503,HOTEL,,,IC,Invest Cont,440,,,,400 E  5TH                          ST,,"(34.0446, -118.245)"
130105620,01/28/2013,01/08/2013,1300,01,Central,0195,330,BURGLARY FROM VEHICLE,1601 0344,56,M,O,101,STREET,,,IC,Invest Cont,330,,,,300 E  14TH                         ST,,"(34.0341, -118.2591)"
101706461,02/13/2010,02/13/2010,2050,17,Devonshire,1701,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,19800    RINALDI                      ST,,"(34.2751, -118.5652)"
101706849,02/21/2010,02/19/2010,2000,17,Devonshire,1787,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,MCKENZIE,ZELZAH,"(34.2375, -118.5227)"
101709001,03/31/2010,03/31/2010,1300,17,Devonshire,1747,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,10300    RUBIO                        AV,,"(34.2584, -118.4958)"
101711344,05/13/2010,05/13/2010,2000,17,Devonshire,1701,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,CORBIN,RINALDI,"(34.2733, -118.562)"
101715150,07/24/2010,07/22/2010,1200,17,Devonshire,1787,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,17800    SUNBURST                     ST,,"(34.2348, -118.5214)"
101715281,07/27/2010,07/27/2010,2000,17,Devonshire,1701,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,19800    RINALDI                      ST,,"(34.2751, -118.5652)"
101716785,08/25/2010,04/01/2010,1800,17,Devonshire,1795,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,JELLICO,PARTHENIA,"(34.2286, -118.5187)"
101717257,09/02/2010,09/01/2010,2220,17,Devonshire,1793,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,PARTHENIA,BECKFORD,"(34.2283, -118.5514)"
101718045,09/17/2010,09/16/2010,2300,17,Devonshire,1752,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,9900    LURLINE                      AV,,"(34.25, -118.5842)"
130105621,01/28/2013,01/26/2013,0728,01,Central,0152,624,BATTERY - SIMPLE ASSAULT,0416,56,M,W,717,HEALTH SPA/GYM,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  FLOWER                       ST,,"(34.0516, -118.2561)"
130105622,01/28/2013,01/28/2013,1300,01,Central,0111,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52,M,W,738,LIBRARY,,,IC,Invest Cont,440,,,,600 N  HILL                         ST,,"(34.0591, -118.2412)"
101721019,11/11/2010,11/11/2010,1730,17,Devonshire,1764,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,9300    TAMPA                        AV,,"(34.2564, -118.5536)"
101721817,11/30/2010,11/29/2010,2300,17,Devonshire,1776,648,ARSON,1501,24,M,O,101,STREET,,,IC,Invest Cont,648,,,,16800    CITRONIA                     ST,,"(34.2462, -118.4981)"
101722217,12/07/2010,12/07/2010,1350,17,Devonshire,1751,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,10000    OWENSMOUTH                   AV,,"(34.2522, -118.6017)"
101910227,04/03/2010,03/31/2010,1400,19,Mission,1944,956,"LETTERS, LEWD",,66,M,H,101,STREET,,,IC,Invest Cont,956,,,,13900    LA RUE                       ST,,"(34.2776, -118.4361)"
130105623,01/28/2013,01/28/2013,2120,01,Central,0152,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 0202,24,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,600 S  GRAND                        AV,,"(34.0488, -118.2553)"
101723093,12/22/2010,12/22/2010,1600,17,Devonshire,1764,330,BURGLARY FROM VEHICLE,0344,52,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,TAMPA,NORDHOFF,"(34.2355, -118.5536)"
101808108,03/13/2010,03/13/2010,1610,18,Southeast,1826,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,9600    COMPTON                      AV,,"(33.949, -118.2462)"
101808173,03/15/2010,03/14/2010,2030,18,Southeast,1802,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,89TH,BROADWAY,"(33.956, -118.2782)"
130105624,01/28/2013,01/21/2013,1000,01,Central,0142,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,33,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,400 W  5TH                          ST,,"(34.0488, -118.2518)"
101816552,08/04/2010,08/03/2010,2130,18,Southeast,1881,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,500 W  160TH                        ST,,"(33.8863, -118.2831)"
101816899,08/10/2010,08/09/2010,1700,18,Southeast,1842,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,400 W  111TH                        PL,,"(33.9339, -118.2811)"
101817315,08/18/2010,08/17/2010,2300,18,Southeast,1841,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,500 W  IMPERIAL                     HY,,"(33.931, -118.2826)"
101820730,10/16/2010,10/15/2010,2245,18,Southeast,1829,510,VEHICLE - STOLEN,0330,,M,O,101,STREET,,,AA,Adult Arrest,510,,,,GRAPE,102ND,"(33.944, -118.2367)"
101822550,11/16/2010,11/15/2010,2000,18,Southeast,1827,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,97TH,CROESUS,"(33.9483, -118.234)"
101900981,06/24/2010,06/23/2010,2100,19,Mission,1924,900,VIOLATION OF COURT ORDER,0906 1402,,M,O,101,STREET,,,IC,Invest Cont,900,998,,,TELFAIR,POLK,"(34.2963, -118.4624)"
101823669,12/05/2010,12/04/2010,1500,18,Southeast,1841,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,500 W  IMPERIAL                     HY,,"(33.931, -118.2826)"
101823268,11/27/2010,11/27/2010,2030,18,Southeast,1821,510,VEHICLE - STOLEN,,,,,103,ALLEY,,,IC,Invest Cont,510,,,,101ST,VERMONT,"(33.9446, -118.2916)"
101823673,12/05/2010,12/04/2010,1800,18,Southeast,1863,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,11600    AVALON                       BL,,"(33.9292, -118.2652)"
101824964,12/27/2010,12/26/2010,2100,18,Southeast,1844,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,800 E  109TH                        ST,,"(33.9373, -118.2608)"
101825126,12/30/2010,12/30/2010,1910,18,Southeast,1861,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,120TH,VERMONT,"(33.9237, -118.2915)"
130105625,01/28/2013,01/28/2013,0945,01,Central,0118,624,BATTERY - SIMPLE ASSAULT,1202 0400,65,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1700 N  SPRING                       ST,,"(34.0695, -118.2273)"
101904145,01/03/2010,01/02/2010,2200,19,Mission,1925,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,14800    ASTORIA                      ST,,"(34.2982, -118.4537)"
130105632,01/29/2013,01/28/2013,1100,01,Central,0185,664,"BUNCO, PETTY THEFT",0344,19,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,664,,,,1200    MAPLE                        AV,,"(34.0357, -118.2563)"
101906291,02/06/2010,02/05/2010,1800,19,Mission,1979,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,13100    MUSCATINE                    ST,,"(34.2354, -118.4178)"
101909000,03/17/2010,03/15/2010,1900,19,Mission,1988,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,8800    ROSLYNDALE                   AV,,"(34.2294, -118.423)"
101907236,02/21/2010,02/20/2010,1830,19,Mission,1902,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,POLK,FOOTHILL,"(34.3129, -118.4438)"
101908742,03/13/2010,03/12/2010,1730,19,Mission,1969,310,BURGLARY,0344,,M,O,217,AUTO REPAIR SHOP,,,IC,Invest Cont,310,,,,9400    ARLETA                       AV,,"(34.2407, -118.4246)"
130105633,01/29/2013,01/28/2013,0945,01,Central,0192,933,PROWLER,0335,54,M,W,101,STREET,,,IC,Invest Cont,933,,,,1300 S  GRAND                        AV,,"(34.0389, -118.2643)"
101914528,06/03/2010,06/03/2010,2330,19,Mission,1962,330,BURGLARY FROM VEHICLE,0344 0377 1300 1307,52,F,B,101,STREET,,,IC,Invest Cont,330,,,,PLUMMER,NOBLE,"(34.2427, -118.461)"
101914588,06/05/2010,06/04/2010,1900,19,Mission,1985,510,VEHICLE - STOLEN,,,,,103,ALLEY,,,IC,Invest Cont,510,,,,8400    TOBIAS                       AV,,"(34.2232, -118.4516)"
101918071,07/27/2010,07/27/2010,1100,19,Mission,1908,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,HUBBARD,ELDRIDGE,"(34.3154, -118.4214)"
101916505,07/02/2010,06/27/2010,2100,19,Mission,1908,510,VEHICLE - STOLEN,,,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,12900    ALTANO                       ST,,"(34.3058, -118.4139)"
101917067,07/14/2010,07/13/2010,2200,19,Mission,1988,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VENTURA CANYON,MUSCATINE,"(34.2251, -118.4313)"
101917201,07/13/2010,07/13/2010,2145,19,Mission,1982,946,OTHER MISCELLANEOUS CRIME,0347,31,F,H,101,STREET,,,IC,Invest Cont,946,,,,RAYEN,SEPULVEDA,"(34.2319, -118.4676)"
130105634,01/29/2013,01/29/2013,0615,01,Central,0127,624,BATTERY - SIMPLE ASSAULT,1501 1212,53,M,H,726,POLICE FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)"
101918144,07/28/2010,07/28/2010,2015,19,Mission,1961,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,9400    SEPULVEDA                    BL,,"(34.241, -118.4675)"
101918327,07/30/2010,07/30/2010,2100,19,Mission,1902,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,,M,O,401,MINI-MART,,,IC,Invest Cont,440,,,,FOOTHILL,POLK,"(34.3183, -118.4443)"
101925531,11/25/2010,11/24/2010,2000,19,Mission,1918,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,FOOTHILL,SHADY PALMS,"(34.3028, -118.4269)"
101920976,09/12/2010,09/12/2010,1545,19,Mission,1918,330,BURGLARY FROM VEHICLE,0344 1300 1307,34,F,H,101,STREET,,,IC,Invest Cont,330,,,,COMETA,GRIDLEY,"(34.3022, -118.4287)"
101921007,09/13/2010,09/11/2010,2000,19,Mission,1904,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,14100    FOOTHILL                     BL,,"(34.3156, -118.4408)"
101921798,09/26/2010,09/25/2010,1900,19,Mission,1995,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VAN NUYS,BLYTHE,"(34.2152, -118.4488)"
101923880,10/29/2010,10/26/2010,1800,19,Mission,1966,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,NORDHOFF,TERRA BELLA,"(34.2354, -118.4481)"
130105674,01/29/2013,01/20/2013,0100,01,Central,0135,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,55,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,745,,,,3RD,MAIN                         ST,"(34.0489, -118.2453)"
102012623,05/09/2010,05/06/2010,1200,20,Olympic,2022,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,3RD,GRAMERCY,"(34.069, -118.3128)"
130105677,01/29/2013,01/25/2013,1700,01,Central,0161,510,VEHICLE - STOLEN,,12,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,900 W  8TH                          ST,,"(34.0479, -118.2612)"
102016081,07/07/2010,07/06/2010,2230,20,Olympic,2034,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,KINGSLEY,7TH                          ST,"(34.0597, -118.3031)"
102016159,07/08/2010,07/08/2010,1905,20,Olympic,2088,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VENICE,HOOVER,"(34.0438, -118.2841)"
130105678,01/29/2013,01/28/2013,1900,01,Central,0152,761,BRANDISH WEAPON,0334 0416,33,M,H,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,624,761,,,7TH,FLOWER,"(34.0487, -118.2588)"
102019914,09/07/2010,09/03/2010,1500,20,Olympic,2017,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,1ST,KENMORE,"(34.0728, -118.2965)"
102020175,09/12/2010,09/11/2010,1900,20,Olympic,2005,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,500 N  ARDMORE                      AV,,"(34.0799, -118.3017)"
102021405,10/03/2010,10/03/2010,1900,20,Olympic,2054,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,OLYMPIC,IROLO,"(34.0526, -118.301)"
102022323,10/19/2010,10/19/2010,2100,20,Olympic,2011,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,WESTERN,1ST,"(34.0737, -118.3091)"
130105695,01/29/2013,01/12/2013,2230,01,Central,0148,210,ROBBERY,0344 0305 0355 0400 0319,50,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5TH,TOWNE                        AV,"(34.0426, -118.2412)"
102022623,10/25/2010,10/20/2010,1300,20,Olympic,2023,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,300 S  KINGSLEY                     DR,,"(34.069, -118.3029)"
102023221,11/05/2010,11/04/2010,2000,20,Olympic,2045,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,MARIPOSA,SAN MARINO,"(34.0545, -118.2987)"
130105699,01/30/2013,01/30/2013,0001,01,Central,0176,330,BURGLARY FROM VEHICLE,1609 0344,23,F,H,101,STREET,,,IC,Invest Cont,330,,,,700 S  SAN PEDRO                    ST,,"(34.0407, -118.2468)"
102105719,02/02/2010,02/02/2010,1000,21,Topanga,2113,510,VEHICLE - STOLEN,,,,,103,ALLEY,,,IC,Invest Cont,510,,,,7900    FALLBROOK                    AV,,"(34.2137, -118.6234)"
130105702,01/30/2013,01/28/2013,1700,01,Central,0124,480,BIKE - STOLEN,0344,58,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,100 W  1ST                          ST,,"(34.0522, -118.2434)"
102106659,02/18/2010,02/18/2010,2030,21,Topanga,2156,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,6200    TOPANGA CANYON               BL,,"(34.1829, -118.6059)"
102109111,04/05/2010,04/04/2010,1300,21,Topanga,2136,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,VALERIO,EATON,"(34.2047, -118.5994)"
102111556,05/22/2010,05/20/2010,1600,21,Topanga,2133,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,ROYER,SHERMAN,"(34.201, -118.6278)"
130105703,01/30/2013,01/28/2013,1530,01,Central,0128,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0104,74,M,A,407,HARDWARE/BUILDING SUPPLY,,,IC,Invest Cont,440,,,,300 E  1ST                          ST,,"(34.0504, -118.2409)"
102111805,05/27/2010,05/26/2010,1630,21,Topanga,2105,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,8600    INTERNATIONAL                AV,,"(34.2258, -118.5994)"
102113063,06/20/2010,06/19/2010,1915,21,Topanga,2113,310,BURGLARY,0344 1609,58,M,W,220,NAIL SALON,,,IC,Invest Cont,310,,,,7600    FALLBROOK                    AV,,"(34.2084, -118.6234)"
102114200,07/13/2010,07/12/2010,2145,21,Topanga,2198,330,BURGLARY FROM VEHICLE,0344 1307,28,M,B,101,STREET,,,IC,Invest Cont,330,,,,MULHOLLAND,CANOGA,"(34.1449, -118.5982)"
102114748,07/24/2010,07/23/2010,2300,21,Topanga,2187,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,5400    TOPANGA CANYON               BL,,"(34.1685, -118.6058)"
102114972,07/28/2010,07/27/2010,1900,21,Topanga,2118,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,7900    COZYCROFT                    AV,,"(34.2136, -118.5818)"
102115735,08/13/2010,08/11/2010,2000,21,Topanga,2129,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,19900    ROSCOE                       BL,,"(34.2203, -118.5667)"
102121170,11/30/2010,11/30/2010,1020,21,Topanga,2158,330,BURGLARY FROM VEHICLE,0344 1307,28,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,DE SOTO,OXNARD,"(34.1802, -118.5905)"
102122295,12/22/2010,12/21/2010,2200,21,Topanga,2162,510,VEHICLE - STOLEN,,,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,5900    MANTON                       AV,,"(34.1773, -118.6408)"
130105704,01/29/2013,01/16/2013,1200,01,Central,0128,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0104 0346,74,M,A,407,HARDWARE/BUILDING SUPPLY,,,IC,Invest Cont,440,,,,300 E  1ST                          ST,,"(34.0504, -118.2409)"
130105710,01/30/2013,01/28/2013,1930,01,Central,0163,480,BIKE - STOLEN,0344,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,200 W  7TH                          ST,,"(34.0445, -118.2523)"
130105711,01/30/2013,01/29/2013,1742,01,Central,0161,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",,50,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,951,,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
111204612,01/10/2011,04/15/2010,1200,12,77th Street,1283,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,10300 S  WESTERN                      AV,,"(33.9432, -118.309)"
111221945,09/08/2011,07/11/2010,1615,12,77th Street,1269,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,300 E  79TH                         ST,,"(33.9674, -118.2695)"
130105712,01/30/2013,01/29/2013,2330,01,Central,0156,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,55,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,300 E  5TH                          ST,,"(34.0449, -118.2458)"
111616780,09/24/2011,04/01/2010,1200,16,Foothill,1675,510,VEHICLE - STOLEN,,,,,101,STREET,,,IC,Invest Cont,510,,,,CHIVERS,SUNLAND,"(34.2399, -118.3678)"
112107596,03/14/2011,03/14/2010,1030,21,Topanga,2133,310,BURGLARY,0344,46,M,W,701,HOSPITAL,,,IC,Invest Cont,310,,,,7300    MEDICAL CENTER               DR,,"(34.2024, -118.6308)"
130105713,01/30/2013,01/29/2013,2340,01,Central,0192,624,BATTERY - SIMPLE ASSAULT,0416,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1500 S  HOPE                         ST,,"(34.0371, -118.2672)"
130105719,01/30/2013,01/30/2013,1120,01,Central,0157,761,BRANDISH WEAPON,0334,40,M,H,203,OTHER BUSINESS,204,FOLDING KNIFE,AO,Adult Other,761,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)"
141813745,07/11/2014,12/31/2010,1200,18,Southeast,1823,354,THEFT OF IDENTITY,0377 1822,23,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9400 S  SAN PEDRO,,"(33.9511, -118.2695)"
130105735,01/30/2013,01/29/2013,2300,01,Central,0111,330,BURGLARY FROM VEHICLE,1606 0344 1300,23,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,500 N  FIGUEROA                     ST,,"(34.0617, -118.2469)"
130105739,01/30/2013,01/30/2013,1015,01,Central,0153,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 2000 1813 0416,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,300 W  5TH                          ST,,"(34.0481, -118.2507)"
130105741,01/30/2013,01/30/2013,1615,01,Central,0145,480,BIKE - STOLEN,0344 0400 0346,43,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,480,,,,WINSTON,MAIN,"(34.0471, -118.2473)"
131404883,01/13/2013,01/13/2013,0001,14,Pacific,1443,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1402,30,F,H,101,STREET,,,AA,Adult Arrest,626,998,,,2400    GLENCOE                      AV,,"(33.9967, -118.4473)"
130105745,01/30/2013,01/29/2013,1030,01,Central,0132,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1605 0344,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,200 S  GRAND                        AV,,"(34.0545, -118.2499)"
130105746,01/30/2013,01/30/2013,0910,01,Central,0128,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 2004,59,F,W,503,HOTEL,,,AA,Adult Arrest,341,,,,100 S  LOS ANGELES                  ST,,"(34.0515, -118.2424)"
130105747,01/30/2013,01/30/2013,1100,01,Central,0152,624,BATTERY - SIMPLE ASSAULT,0603 0416 0361 0444 0429,28,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 W  7TH                          ST,,"(34.048, -118.2577)"
130105756,01/30/2013,01/30/2013,1715,01,Central,0124,210,ROBBERY,0344 0432 0334 0444 1218 2004,64,F,B,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,2ND,MAIN,"(34.0503, -118.2433)"
130105758,01/30/2013,01/26/2013,2030,01,Central,0156,480,BIKE - STOLEN,0344 1602,53,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,300 E  5TH                          ST,,"(34.0449, -118.2458)"
130105761,01/30/2013,01/27/2013,1630,01,Central,0181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,52,F,B,713,CONVENTION CENTER,,,IC,Invest Cont,341,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)"
130105764,01/30/2013,01/29/2013,1200,01,Central,0166,354,THEFT OF IDENTITY,0922 0344 0929 0377,51,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,600    SAN JULIAN                   ST,,"(34.0428, -118.2461)"
130105768,01/30/2013,01/29/2013,2100,01,Central,0101,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,52,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1000    FIGUEROA                     TR,,"(34.0683, -118.245)"
130105769,01/30/2013,01/29/2013,1830,01,Central,0101,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1300 0329,33,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1000    FIGUEROA                     TR,,"(34.0683, -118.245)"
101323147,10/15/2010,10/15/2010,1600,13,Newton,1367,510,VEHICLE - STOLEN,,,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,45TH,ALAMEDA,"(34.0028, -118.2391)"
130105774,01/31/2013,01/30/2013,1615,01,Central,0127,623,BATTERY POLICE (SIMPLE),1212,12,M,W,753,DETENTION/JAIL FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,,,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)"
130105778,01/30/2013,01/30/2013,2130,01,Central,0156,624,BATTERY - SIMPLE ASSAULT,0416 1202,70,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5TH                          ST,WALL                         ST,"(34.0446, -118.245)"
